Timestamp,Universitas/Instansi,Program Studi,Semester,Berapa rentang IPK terakhir Anda?,Berapa rata-rata durasi tidur Anda pada hari kuliah?,Pada jam berapa biasanya Anda tidur di hari kuliah?  ,Seberapa sering Anda merasa tidur Anda cukup untuk mendukung aktivitas akademik?  ,Apakah Anda memiliki kebiasaan begadang karena tugas atau kegiatan lainnya?  ,Apakah Anda memiliki gangguan tidur seperti insomnia atau sleep apnea yang mungkin mempengaruhi kualitas tidur Anda?  ,Seberapa sering anda merasa mengantuk saat mengikuti kegiatan perkuliahan?,"Seberapa besar Anda merasa kualitas tidur mempengaruhi konsentrasi atau daya ingat saat belajar? (Skala 1-5, 1 = Tidak berpengaruh, 5 = Sangat berpengaruh)","Seberapa puas Anda dengan kualitas tidur Anda dalam sepekan terakhir? (Skala 1-5, 1 = Sangat tidak puas, 5 = Sangat puas)"
12/03/2025 23:12:47,Universitas Wahid Hasyim ,Teknik Informatika ,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Jarang,Hampir setiap hari,Ya,Selalu,5,4
12/03/2025 23:30:23,Universitas Wahid Hasyim,Teknik Informatika,5-6,"3,50 - 4,00",<4 jam,Dari pukul 00:00 - 01:59,Sering,Hampir setiap hari,Tidak,Sering,5,4
13/03/2025 1:13:21,Universitas wahid Hasyim,teknik informatika,5-6,"3,00 - 3,49",4 - 5 jam,Setelah pukul 02:00,Kadang-kadang,1-2 kali per minggu,Tidak yakin,Sering,3,2
13/03/2025 1:36:44,Universitas Ivet,Teknik Permesinan Kapal,3-4,"3,00 - 3,49",4 - 5 jam,Setelah pukul 02:00,Kadang-kadang,Hampir setiap hari,Ya,Jarang,3,2
13/03/2025 1:36:45,unwahas,teknik informatika,5-6,"3,00 - 3,49",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,1,3
13/03/2025 1:39:07,Universitas Indonesia,Teknik Informatika,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,1-2 kali per minggu,Ya,Kadang-kadang,3,3
13/03/2025 4:03:50,Unnes,Pgpaud,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Jarang,3-4 kali per minggu,Tidak,Selalu,5,4
13/03/2025 6:13:49,Universitas Wahid Hasyim,Tenik Informatika,5-6,"3,50 - 4,00",4 - 5 jam,Setelah pukul 02:00,Kadang-kadang,Hampir setiap hari,Ya,Jarang,2,3
13/03/2025 6:29:56,Universitas Wahid Hasyim,Teknik Informatika,5-6,"3,00 - 3,49",4 - 5 jam,Setelah pukul 02:00,Kadang-kadang,Hampir setiap hari,Tidak yakin,Sering,4,2
13/03/2025 6:59:47,IAIN KUDUS ,Bkpi,7-8,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,1-2 kali per minggu,Tidak yakin,Kadang-kadang,4,3
13/03/2025 7:02:28,Universitas Muria Kudus ,Pendidikan Bahasa Inggris,≥ 8,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,Hampir setiap hari,Ya,Kadang-kadang,3,2
13/03/2025 7:25:00,universitas wahid hasyim,teknik informatika,7-8,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Selalu,1-2 kali per minggu,Tidak yakin,Kadang-kadang,5,2
13/03/2025 7:39:23,universitas wahid hasyim,teknik informatika,3-4,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Selalu,1-2 kali per minggu,Tidak,Jarang,1,5
13/03/2025 7:42:19,Universitas Wahid Hasyim ,Pendidikan agama Islam ,5-6,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,Tidak pernah,Tidak,Kadang-kadang,3,4
13/03/2025 7:46:44,universitas gunadarma,ilmu komunikasi,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak,Sering,4,4
13/03/2025 7:51:54,UNNES,PGPAUD,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Sering,3-4 kali per minggu,Tidak,Jarang,3,3
13/03/2025 8:02:34,Universitas Wahid Hasyim ,Teknik mesin ,1-2,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Jarang,1-2 kali per minggu,Tidak yakin,Kadang-kadang,5,3
13/03/2025 8:05:11,Institut pesantren mathali'ul Falah ,PIAUD ,5-6,"3,50 - 4,00",<4 jam,Sebelum pukul 22:00,Kadang-kadang,1-2 kali per minggu,Tidak,Jarang,1,1
13/03/2025 8:10:39,universitas wahid hasyim,teknik mesin,5-6,"3,00 - 3,49",<4 jam,Setelah pukul 02:00,Tidak pernah,Hampir setiap hari,Ya,Kadang-kadang,3,3
13/03/2025 8:10:54,Unnes,pjkr,1-2,"2,50 - 2,99",4 - 5 jam,Sebelum pukul 22:00,Kadang-kadang,Hampir setiap hari,Tidak,Jarang,4,3
13/03/2025 8:11:15,undip,pjkr,3-4,"2,50 - 2,99",6 - 7 jam,Sebelum pukul 22:00,Kadang-kadang,1-2 kali per minggu,Tidak yakin,Kadang-kadang,2,3
13/03/2025 8:14:00,Universitas Wahid Hasyim ,Teknik mesin ,3-4,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,1-2 kali per minggu,Tidak,Kadang-kadang,4,2
13/03/2025 8:15:22,University of wahid Hasyim,teknik informatika ,5-6,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,3,4
13/03/2025 8:17:10,Universitas Wahid Hasyim ,Ilmu Hukum,7-8,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Ya,Kadang-kadang,3,2
13/03/2025 8:45:31,UNWAHAS,Pai,7-8,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Jarang,1-2 kali per minggu,Ya,Kadang-kadang,5,1
13/03/2025 9:00:49,Udayana,Psikologi,1-2,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,1-2 kali per minggu,Tidak,Selalu,4,4
13/03/2025 9:04:05,UIN Sunan Kalijaga,PIAUD,7-8,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,Hampir setiap hari,Tidak,Kadang-kadang,5,2
13/03/2025 9:04:51,Universitas Udayana,Psikologi,1-2,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,1-2 kali per minggu,Tidak,Kadang-kadang,5,3
13/03/2025 9:04:59,Universitas Udayana,Psikologi,1-2,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Kadang-kadang,4,4
13/03/2025 9:06:10,Universitas Udayana ,Psikologi,1-2,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,4,3
13/03/2025 9:06:51,Universitas Udayana ,Psikologi,1-2,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Ya,Kadang-kadang,4,3
13/03/2025 9:26:22,Universitas Alma Ata Yogyakarta,Pendidikan Guru SD,5-6,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Sering,Tidak pernah,Tidak,Kadang-kadang,5,3
13/03/2025 9:28:21,Unwahas ,Pai,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak,Tidak pernah,5,4
13/03/2025 9:28:35,Universitas Wahid Hasyim ,Pendidikan Agama Islam ,1-2,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,3-4 kali per minggu,Tidak,Jarang,4,4
13/03/2025 9:34:40,Universitas Wahid Hasyim,Teknik informatika,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Tidak,Kadang-kadang,5,3
13/03/2025 9:48:27,Universitas Wahid Hasyim ,Teknik informatika ,5-6,"3,50 - 4,00",<4 jam,Setelah pukul 02:00,Tidak pernah,Hampir setiap hari,Tidak yakin,Kadang-kadang,3,3
13/03/2025 10:02:30,Universitas Negeri Semarang,PG PAUD,5-6,"3,50 - 4,00",6 - 7 jam,Sebelum pukul 22:00,Kadang-kadang,1-2 kali per minggu,Tidak,Sering,5,3
13/03/2025 10:13:18,Universitas Wahid Hasyim ,Teknik Informatika ,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Tidak yakin,Kadang-kadang,4,3
13/03/2025 10:34:00,unwahas,teknik mesin,5-6,"3,00 - 3,49",<4 jam,Setelah pukul 02:00,Tidak pernah,3-4 kali per minggu,Tidak,Jarang,4,2
13/03/2025 10:49:02,Universitas Muhammadiyah Surakarta,Akuntansi,5-6,"3,00 - 3,49",4 - 5 jam,Pukul 22.00 - 23.59,Jarang,Hampir setiap hari,Ya,Kadang-kadang,4,3
13/03/2025 10:51:22,Universitas wahid hasyim semarang  ,Agribisnis ,3-4,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,3-4 kali per minggu,Tidak yakin,Jarang,5,3
13/03/2025 10:52:32,Universitas negeri Semarang ,Gizi,3-4,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,Hampir setiap hari,Tidak,Jarang,5,3
13/03/2025 11:01:31,Universitas Wahid Hasyim,Agribisnis,3-4,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak yakin,Kadang-kadang,3,2
13/03/2025 11:02:55,universitas muhamadiyah surakarta ,akuntansi ,3-4,"3,00 - 3,49",6 - 7 jam,Dari pukul 00:00 - 01:59,Jarang,Hampir setiap hari,Tidak yakin,Sering,5,2
13/03/2025 11:11:08,unwahas,Teknik Informatika ,5-6,"3,50 - 4,00",6 - 7 jam,Sebelum pukul 22:00,Sering,Tidak pernah,Tidak,Sering,3,5
13/03/2025 11:12:57,Universitas Muhammadiyah Surakarta ,Akuntansi ,1-2,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,3-4 kali per minggu,Ya,Kadang-kadang,5,3
13/03/2025 11:17:46,Pkn stan,Akuntansi sektor publik ,3-4,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,5,5
13/03/2025 11:21:53,Universitas Wahid Hasyim ,Agribisnis,3-4,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak,Kadang-kadang,5,4
13/03/2025 11:24:34,Universitas Wahid Hasyim ,Pendidikan Agama Islam ,5-6,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,3-4 kali per minggu,Ya,Kadang-kadang,3,3
13/03/2025 11:25:20,Universitas Negeri Semarang ,Pendidikan Pancasila dan Kewarganegaraan ,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,3,4
13/03/2025 11:25:58,Universitas Muhammadiyah Surakarta ,Manajemen ,5-6,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Selalu,1-2 kali per minggu,Tidak,Kadang-kadang,4,3
13/03/2025 11:27:56,Islam Sultan Agung Semarang ,Planologi (Perencanaan Wilayah dan Kota),5-6,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Jarang,1-2 kali per minggu,Tidak yakin,Kadang-kadang,5,3
13/03/2025 11:28:53,Universitas Wahid Hasyim,Teknik Informatika S1,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Jarang,1-2 kali per minggu,Tidak,Tidak pernah,5,5
13/03/2025 11:33:56,Universitas wahid hasyim,Pjkr ,3-4,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,1-2 kali per minggu,Tidak,Sering,3,1
13/03/2025 11:35:18,universitas wahid hasyim,manajemen ,3-4,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Jarang,Hampir setiap hari,Tidak,Sering,5,3
13/03/2025 11:36:58,IAIN KUDUS,Manajemen Dakwah,7-8,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Tidak,Jarang,3,3
13/03/2025 11:38:03,Universitas An Nuur Purwodadi ,S1 Manajemen ,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak,Kadang-kadang,5,3
13/03/2025 11:39:00,Unwahas,Pjkr,5-6,"3,50 - 4,00",<4 jam,Setelah pukul 02:00,Tidak pernah,Hampir setiap hari,Tidak yakin,Kadang-kadang,3,2
13/03/2025 11:39:06,Universitas Wahid Hasyim ,Akuntansi ,3-4,"3,00 - 3,49",4 - 5 jam,Pukul 22.00 - 23.59,Selalu,1-2 kali per minggu,Tidak,Kadang-kadang,4,4
13/03/2025 11:39:38,Stikes Bethesda Yakkum Semarang ,Administrasi Rumah Sakit,5-6,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Jarang,3-4 kali per minggu,Ya,Kadang-kadang,5,1
13/03/2025 11:40:45,Universitas Wahid Hasyim,Teknik Informatika,≥ 8,"2,50 - 2,99",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,5,5
13/03/2025 11:41:12,Universitas Wahid Hasyim ,Agribisnis ,3-4,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak,Jarang,3,4
13/03/2025 11:45:02,UIN Walisongo,Teknologi Informasi,5-6,"3,00 - 3,49",<4 jam,Dari pukul 00:00 - 01:59,Jarang,3-4 kali per minggu,Tidak yakin,Kadang-kadang,5,2
13/03/2025 11:46:54,Universitas Wahid Hasyim,Teknik Informatika,5-6,"2,50 - 2,99",<4 jam,Setelah pukul 02:00,Jarang,Hampir setiap hari,Ya,Kadang-kadang,5,1
13/03/2025 11:48:14,Universitas Wahid Hasyim,PAI,5-6,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak,Kadang-kadang,3,2
13/03/2025 11:55:09,Universitas Muhammadiyah Surakarta ,Akuntansi ,3-4,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Selalu,1-2 kali per minggu,Tidak,Kadang-kadang,5,4
13/03/2025 12:01:56,Universitas Negeri Semarang,Gizi,3-4,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,3-4 kali per minggu,Tidak yakin,Kadang-kadang,3,3
13/03/2025 12:07:04,Universitas Negeri Semarang,Gizi,3-4,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,4,5
13/03/2025 12:09:47,Universitas pgri semarang,Pendidikan ekonomi,5-6,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,Hampir setiap hari,Ya,Sering,5,1
13/03/2025 12:13:18,Universitas Muhammadiyah Surakarta ,Manajemen ,1-2,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Jarang,Hampir setiap hari,Ya,Sering,5,2
13/03/2025 12:14:28,Universitas Muhammadiyah Surakarta ,Ekonomi Pembangunan ,1-2,"3,00 - 3,49",4 - 5 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Sering,3,4
13/03/2025 12:15:13,Universitas Wahid Hasyim ,Teknik Informatika ,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Sering,1-2 kali per minggu,Tidak,Jarang,5,5
13/03/2025 12:16:52,Universitas Muhammadiyah Surakarta,Akuntansi,1-2,"3,50 - 4,00",<4 jam,Pukul 22.00 - 23.59,Jarang,1-2 kali per minggu,Ya,Kadang-kadang,3,1
13/03/2025 12:20:26,USM ,Ilkom ,1-2,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Sering,3,5
13/03/2025 12:24:14,Universitas Terbuka ,Manajemen ,3-4,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak yakin,Kadang-kadang,4,3
13/03/2025 12:32:19,Universitas Muhammadiyah Surakarta ,manajemen ,1-2,"3,00 - 3,49",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,3,3
13/03/2025 12:39:18,Universitas Wahid Hasyim,Agribisnis,1-2,"3,00 - 3,49",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak yakin,Kadang-kadang,4,4
13/03/2025 12:40:56,Universitas wahid hasyim,Agribisnis ,3-4,"3,00 - 3,49",6 - 7 jam,Setelah pukul 02:00,Jarang,1-2 kali per minggu,Ya,Kadang-kadang,4,4
13/03/2025 12:42:37,Universitas Wahid Hasyim ,TEKNIK INFORMATIKA,3-4,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Tidak,Kadang-kadang,3,3
13/03/2025 13:00:13,Universitas muhammdiyah Surakarta,Akuntansi,1-2,"3,00 - 3,49",<4 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Ya,Sering,5,2
13/03/2025 13:00:58,IAIN Kudus ,Pendidikan matematika ,7-8,"3,50 - 4,00",<4 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak,Kadang-kadang,3,2
13/03/2025 13:01:35,Universitas Wahid Hasyim,Manajemen ,≥ 8,"3,00 - 3,49",6 - 7 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Ya,Jarang,4,1
13/03/2025 13:07:39,Universitas Wahid Hasyim,Teknin Informatika,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Jarang,3-4 kali per minggu,Tidak yakin,Sering,5,3
13/03/2025 13:21:12,Universitas Wahid Hasyim ,manajemen,1-2,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Jarang,1-2 kali per minggu,Ya,Kadang-kadang,3,3
13/03/2025 13:25:39,Universitas Wahid Hasyim ,Manajemen,3-4,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Sering,Tidak pernah,Tidak yakin,Kadang-kadang,5,4
13/03/2025 13:34:11,Universitas Wahid Hasyim ,Teknik Kimia,1-2,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,Hampir setiap hari,Tidak,Sering,3,5
13/03/2025 13:36:45,Politeknik Akbara Surakarta ,Teknologi Bank Darah ,5-6,"3,00 - 3,49",4 - 5 jam,Sebelum pukul 22:00,Selalu,Tidak pernah,Tidak,Kadang-kadang,5,5
13/03/2025 13:38:12,Universitas Kusuma Husada Surakarta ,Sarjana Farmasi,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Selalu,Hampir setiap hari,Ya,Selalu,5,4
13/03/2025 13:41:07,Universitas Wahid Hasyim,PGMI,7-8,"3,50 - 4,00",<4 jam,Setelah pukul 02:00,Tidak pernah,Hampir setiap hari,Ya,Sering,5,2
13/03/2025 13:44:56,Politeknik Akbara Surakarta ,Teknologi Bank Darah,5-6,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Jarang,1-2 kali per minggu,Tidak,Sering,3,2
13/03/2025 13:48:32,Universitas Wahid Hasyim,Manajemen,1-2,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Jarang,Hampir setiap hari,Ya,Jarang,3,2
13/03/2025 14:05:04,Universitas Wahid Hasyim ,Pendidikan Agama Islam ,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,3-4 kali per minggu,Tidak yakin,Kadang-kadang,3,3
13/03/2025 14:07:45,universitas muhammadiyah surakarta,akuntansi,1-2,"3,50 - 4,00",<4 jam,Dari pukul 00:00 - 01:59,Jarang,Hampir setiap hari,Ya,Sering,5,1
13/03/2025 14:20:12,Universitas Negeri Semarang ,Gizi,3-4,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Ya,Jarang,3,3
13/03/2025 14:33:25,universitas Wahid Hasyim ,teknik mesin,5-6,"3,50 - 4,00",<4 jam,Setelah pukul 02:00,Jarang,Hampir setiap hari,Ya,Sering,5,2
13/03/2025 14:36:19,Universitas Wahid Hasyim ,Manajemen ,3-4,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,3-4 kali per minggu,Ya,Kadang-kadang,3,3
13/03/2025 14:36:53,Universitas Wahid Hasyim ,FARMASI,3-4,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Sering,3-4 kali per minggu,Tidak,Jarang,4,4
13/03/2025 14:42:49,Politeknik akbara Surakarta ,Teknologi Bank darah ,3-4,"3,50 - 4,00",≥ 8 jam,Pukul 22.00 - 23.59,Kadang-kadang,Hampir setiap hari,Tidak,Selalu,1,5
13/03/2025 14:49:37,Danisa Yani Safitri ,ekonomi islam ,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Selalu,1-2 kali per minggu,Tidak,Kadang-kadang,4,3
13/03/2025 14:52:51,Politeknik akbara Surakarta,Teknologi bank darah,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,Hampir setiap hari,Tidak,Sering,5,5
13/03/2025 15:27:20,Unwahaa,Teknik informatika,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Selalu,Tidak pernah,Tidak,Jarang,4,4
13/03/2025 15:29:31,Universitas wahid hasyim,Manajemen,1-2,"3,00 - 3,49",4 - 5 jam,Sebelum pukul 22:00,Selalu,1-2 kali per minggu,Tidak,Kadang-kadang,5,5
13/03/2025 15:38:07,Universitas Wahid Hasyim,Ilmu Politik,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Tidak pernah,Hampir setiap hari,Ya,Kadang-kadang,5,5
13/03/2025 15:39:16,Iain kudus,Bimbingan Konseling Islam ,5-6,"3,50 - 4,00",<4 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Tidak,Kadang-kadang,5,1
13/03/2025 16:51:59,Muhammadiyah Ponorogo ,Psikologi Islam ,1-2,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,Hampir setiap hari,Ya,Kadang-kadang,1,1
13/03/2025 17:19:13,Universitas wahid hasyim,Pai,≥ 8,"3,50 - 4,00",<4 jam,Sebelum pukul 22:00,Kadang-kadang,Hampir setiap hari,Tidak,Sering,3,3
13/03/2025 17:21:49,Institut Tarumanagara,S1-KEPERAWATAN ,1-2,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak,Sering,3,3
13/03/2025 18:57:33,Universitas Wahid Hasyim,Teknik Informatika,3-4,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Tidak yakin,Kadang-kadang,4,3
13/03/2025 18:57:34,IAIN Kudus,Ilmu Al-Qur'an dan Tafsir ,≥ 8,"3,50 - 4,00",<4 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,Hampir setiap hari,Tidak,Kadang-kadang,5,4
13/03/2025 19:14:40,Universitas Terbuka,Manajemen,1-2,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,Hampir setiap hari,Tidak yakin,Kadang-kadang,5,1
13/03/2025 20:51:22,STIKES Bakti Utama Pati ,Sarjana Kebidanan ,7-8,"3,00 - 3,49",6 - 7 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak,Kadang-kadang,3,3
13/03/2025 20:52:18,UIN Salatiga ,ilmu alquran dan tafsir ,3-4,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,3-4 kali per minggu,Tidak yakin,Sering,2,3
13/03/2025 20:52:44,Universitas Negeri Semarang ,Gizi,3-4,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak yakin,Jarang,3,2
13/03/2025 20:59:46,Universitas Muhammadiyah surakarta,Manajemen,1-2,"3,00 - 3,49",4 - 5 jam,Dari pukul 00:00 - 01:59,Jarang,Hampir setiap hari,Tidak yakin,Sering,5,3
13/03/2025 20:59:50,Universitas Muhamadiyah Surakarta,Manajemen,1-2,"3,50 - 4,00",6 - 7 jam,Sebelum pukul 22:00,Sering,1-2 kali per minggu,Tidak,Kadang-kadang,4,5
13/03/2025 21:16:53,IAIN KUDUS,PGMI,7-8,"3,00 - 3,49",4 - 5 jam,Dari pukul 00:00 - 01:59,Kadang-kadang,1-2 kali per minggu,Tidak,Kadang-kadang,5,3
13/03/2025 21:36:04,Universitas Negeri Semarang,Gizi,3-4,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Kadang-kadang,1-2 kali per minggu,Tidak,Jarang,4,3
13/03/2025 22:10:29,Poltekkes Kemenkes Yogyakarta ,Sarjana Terapan Keperawatan Anestesiologi,5-6,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Jarang,4,2
13/03/2025 22:25:58,Universitas Islam Negeri Walisongo Semarang ,Sosiologi ,≥ 8,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,Tidak pernah,Tidak,Sering,4,3
13/03/2025 22:36:40,Universitas Negeri Semarang ,Gizi,3-4,"3,50 - 4,00",6 - 7 jam,Pukul 22.00 - 23.59,Sering,1-2 kali per minggu,Tidak,Kadang-kadang,5,3
13/03/2025 22:56:24,Unnes,Gizi,3-4,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Sering,Hampir setiap hari,Tidak,Selalu,4,1
14/03/2025 0:13:49,Universitas Wahid Hasyim ,Teknik Informatika ,3-4,"3,50 - 4,00",4 - 5 jam,Setelah pukul 02:00,Kadang-kadang,Hampir setiap hari,Tidak,Kadang-kadang,4,5
14/03/2025 0:14:24,Politeknik Negeri Jember ,Gizi Klinik ,5-6,"3,50 - 4,00",4 - 5 jam,Dari pukul 00:00 - 01:59,Jarang,Hampir setiap hari,Tidak,Sering,4,2
14/03/2025 0:21:21,Universitas Riau ,S1 Teknik Sipil ,3-4,"3,00 - 3,49",<4 jam,Setelah pukul 02:00,Selalu,Hampir setiap hari,Tidak,Selalu,1,1
14/03/2025 4:08:10,UIN Walisongo Semarang,Sosiologi,≥ 8,"3,50 - 4,00",4 - 5 jam,Pukul 22.00 - 23.59,Selalu,Hampir setiap hari,Tidak,Kadang-kadang,4,5
14/03/2025 4:31:34,Universitas Muhammadiyah Yogyakarta,Ilmu Komunikasi,5-6,"3,50 - 4,00",6 - 7 jam,Dari pukul 00:00 - 01:59,Sering,1-2 kali per minggu,Tidak yakin,Kadang-kadang,5,4
